개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총인원
3220000,3.22E+17,20000915,,3,폐업,2,폐업,20030417,,,,,0,,서울특별시 강남구 역삼동 699-27 ,서울특별시 강남구 언주로98길 25 (역삼동),,(주)청담유통,2003-04-17 16:21,I,59:59.0,축산물수입판매업,203815.4094,444743.3001,축산물판매업,축산물수입판매업,,L00,
3220000,3.22E+17,20000316,,3,폐업,2,폐업,20030507,,,,,0,,서울특별시 강남구 대치동 1019-1 ,서울특별시 강남구 삼성로 233 (대치동),,서원농업협동조합,2003-05-07 15:08,I,59:59.0,식육판매업,205292.7124,443953.0238,축산물판매업,식육판매업,,L00,
3220000,3.22E+17,20000429,,3,폐업,2,폐업,20030919,,,,,0,,서울특별시 강남구 역삼동 708-4 ,서울특별시 강남구 테헤란로 332 (역삼동),,농협선릉지점,2003-09-19 8:43,I,59:59.0,식육판매업,204180.425,444622.13,축산물판매업,식육판매업,,L00,
3220000,3.22E+17,20000626,,3,폐업,2,폐업,20190221,,,,,0,,서울특별시 강남구 대치동 626 ,"서울특별시 강남구 남부순환로 2917, 1층 1,6호 (대치동, 청실종합상가)",6280,롯데쇼핑(주)롯데슈퍼대치청실점,2019-02-21 15:44,U,40:00.0,식육판매업,205154.6381,443439.9816,축산물판매업,식육판매업,,L00,
3220000,3.22E+17,20000831,,3,폐업,2,폐업,20030919,,,,,0,,서울특별시 강남구 역삼동 708-4 ,서울특별시 강남구 테헤란로 332 (역삼동),,농협선릉지점직거래장터,2003-09-19 8:47,I,59:59.0,식육판매업,204180.425,444622.13,축산물판매업,식육판매업,,L00,
3220000,3.22E+17,20010420,,3,폐업,2,폐업,20010420,        ,        ,,-,0,,서울특별시 강남구 논현동     161-       통   반                                              동     호,,,현대정육점                              ,2003-02-05 15:48,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20010423,,3,폐업,2,폐업,20060221,,,,572-5077,0,,"서울특별시 강남구 도곡동    465 개포4차우성(아)상가 지하10,11,12호 ",,,강남한우축협판매장,2006-02-21 12:47,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20010424,,3,폐업,2,폐업,20011128,,,,566 -8583,0,,서울특별시 강남구 개포동 00 ,,,두꺼비,2009-10-15 10:45,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20010503,,3,폐업,2,폐업,20020524,        ,        ,,459 -9065,0,,서울특별시 강남구 수서동     736-  0    통   반 수서7단지 신동아(아)상가 105호               동     호,,,대복정육점                              ,2003-02-05 15:48,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20010510,,3,폐업,2,폐업,20020302,        ,        ,,-,0,,서울특별시 강남구 역삼동     643-  6    통   반 용인빌딩 3층                                 동     호,,,프리티통산                              ,2003-02-05 15:49,I,59:59.0,축산물수입판매업,,,축산물판매업,축산물수입판매업,,0,
3220000,3.22E+17,20010530,,3,폐업,2,폐업,20040225,,,,556 -5172,0,,서울특별시 강남구 대치동     316-  0 은마상가 A-57 ,,,대풍,2004-02-25 8:43,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20020306,,3,폐업,2,폐업,20050215,,,,539 -4242,0,,서울특별시 강남구 역삼동     678- 23 ,,,진부령한우,2005-02-15 9:24,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20020320,,3,폐업,2,폐업,20100723,,,,540 -7205,0,,서울특별시 강남구 청담동       1- 25 ,,,현대정육점,2010-07-23 10:28,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20020322,,3,폐업,2,폐업,20060607,,,,551 -1944,0,,서울특별시 강남구 삼성동     159-  0 무역회관 1911호 ,,,대화통상(주),2006-06-07 17:36,I,59:59.0,축산물수입판매업,,,축산물판매업,축산물수입판매업,,0,
3220000,3.22E+17,20020329,,3,폐업,2,폐업,20030415,,,,-,0,,    838- 14 월드빌리지 A동 601 ,,,청곡유통,2003-04-15 16:30,I,59:59.0,,,,축산물판매업,,,0,
3220000,3.22E+17,20010827,,3,폐업,2,폐업,20070518,,,,517 -4523,0,,서울특별시 강남구 논현동     145- 11 ,,,용축산,2007-05-18 9:27,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20010828,,3,폐업,2,폐업,20011113,        ,        ,,512 -4143,152,,서울특별시 강남구 논현동      99- 14    통   반                                              동     호,,,육백돈                                  ,2003-02-05 15:49,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20010828,,3,폐업,2,폐업,20050516,,,,-,463,,서울특별시 강남구 삼성동      24- 26 ,,,강남내고항한우마을,2005-05-16 11:34,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20010905,,3,폐업,2,폐업,20030704,,,,3444-8555,0,,서울특별시 강남구 신사동     567-  1 ,,,축산유통,2003-07-04 16:19,I,59:59.0,축산물수입판매업,,,축산물판매업,축산물수입판매업,,0,
3220000,3.22E+17,20010907,,3,폐업,2,폐업,20020402,        ,        ,,547 -7666,0,,서울특별시 강남구 신사동     517-  4    통   반                                              동     호,,,그린축산                                ,2003-02-05 15:49,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,19990911,,3,폐업,2,폐업,20040913,,,,,0,,서울특별시 강남구 역삼동 702-13 성지하이츠 ,"서울특별시 강남구 테헤란로 313 (역삼동,성지하이츠)",,(주)코파무역,2004-09-13 16:05,I,59:59.0,축산물수입판매업,203931.0981,444622.8493,축산물판매업,축산물수입판매업,,L00,
3220000,3.22E+17,19990326,,3,폐업,2,폐업,20110525,,,,,0,,서울특별시 강남구 역삼동 797-27 ,서울특별시 강남구 논현로63길 8 (역삼동),,(주)온나라유통,2011-05-25 15:29,I,59:59.0,우유류판매업,203434.9231,443468.6797,축산물판매업,우유류판매업,,L00,
3220000,3.22E+17,20020909,,3,폐업,2,폐업,20040706,,,,459 -4439,0,,서울특별시 강남구 일원동     640-  4 ,,,제주방목흑돼지,2004-07-06 17:26,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20011116,,3,폐업,2,폐업,20030404,,,,445 -3642,0,,서울특별시 강남구 수서동     746 까치마을(아) 상가 지하 ,,,오렌지마트,2003-04-04 15:42,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20011130,,3,폐업,2,폐업,20050415,,,,567 -2034,0,,      0-  0 ,,,계몽코사마트정육점,2005-04-15 17:32,I,59:59.0,,,,축산물판매업,,,0,
3220000,3.22E+17,20011204,,3,폐업,2,폐업,20011204,        ,        ,,948 -3613,0,,서울특별시 강남구 역삼동     605- 12    통   반 대암빌딩 B1                                  동     호,,,색터푸드시스템                          ,2003-02-05 15:49,I,59:59.0,축산물수입판매업,,,축산물판매업,축산물수입판매업,,0,
3220000,3.22E+17,20011217,,3,폐업,2,폐업,20011217,        ,        ,,557 -2166,0,,서울특별시 강남구 삼성동     120-  7    통   반                                              동     호,,,(주)킴스통상                            ,2003-02-05 15:50,I,59:59.0,축산물수입판매업,,,축산물판매업,축산물수입판매업,,0,
3220000,3.22E+17,20011217,,3,폐업,2,폐업,20110329,,,,459 -8020,865.36,,서울특별시 강남구 일원동     678-  0 ,,,현대한우촌,2011-03-29 15:27,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20000623,,3,폐업,2,폐업,20100226,,,,544 -8945,0,,서울특별시 강남구 신사동     554-  2 ,,,매일우유신사보급소,2010-02-26 15:50,I,59:59.0,우유류판매업,,,축산물판매업,우유류판매업,,0,
3220000,3.22E+17,20000111,,3,폐업,2,폐업,20000509,        ,        ,,3442-0117,0,,서울특별시 강남구 논현동     145-  8    통   반                                              동     호,,,개포수입육                              ,2003-02-05 15:46,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20000115,,3,폐업,2,폐업,20171115,,,,563 -5319,0,,서울특별시 강남구 역삼동 835-52 ,"서울특별시 강남구 논현로63길 56, 101호 (역삼동)",6255,서울우유역삼동고객센타,2017-11-23 13:30,I,59:59.0,우유류판매업,203142.2934,443279.6954,축산물판매업,우유류판매업,,0,
3220000,3.22E+17,20000131,,3,폐업,2,폐업,20010620,        ,        ,,561 -8470,0,,서울특별시 강남구 삼성동     120- 16    통   반                                              동     호,,,한일정육점                              ,2003-02-05 15:46,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20000207,,3,폐업,2,폐업,20080416,,,,558 -9589,0,,서울특별시 강남구 역삼동     696-  3 ,,,대추나무집,2008-04-16 15:15,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20000207,,3,폐업,2,폐업,20000306,        ,        ,,573 -9550,0,,서울특별시 강남구 도곡동     420-  4    통   반                                              동     호,,,남도가든                                ,2003-02-05 15:46,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20000214,,3,폐업,2,폐업,20181116,,,,3411-5383,0,,서울특별시 강남구 일원동 625-28 ,서울특별시 강남구 개포로124길 9 (일원동),6339,파스퇴르강남영동직매소,2018-11-16 11:20,U,36:51.0,식육판매업,207266.4915,443532.7045,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20010308,,3,폐업,2,폐업,20030704,,,,3443-5522,0,,서울특별시 강남구 신사동     567-  1 지하 ,,,축산유통,2003-07-04 16:12,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20010312,,3,폐업,2,폐업,20020509,        ,        ,,540 -8272,0,,서울특별시 강남구 논현동     203-  1    통   반 거평타운 905호                               동     호,,,팩커스익스체인지                        ,2003-02-05 15:48,I,59:59.0,축산물수입판매업,,,축산물판매업,축산물수입판매업,,0,
3220000,3.22E+17,20010428,,3,폐업,2,폐업,20041124,,,,,0,,서울특별시 강남구 삼성동 143-4 진한빌딩 203 ,"서울특별시 강남구 삼성로95길 31 (삼성동,진한빌딩 203)",,(주)다인트레이딩,2004-11-24 14:20,I,59:59.0,축산물수입판매업,204645.2621,444999.4586,축산물판매업,축산물수입판매업,,L00,
3220000,3.22E+17,20011113,,3,폐업,2,폐업,20050113,,,,,0,,서울특별시 강남구 도곡동 467-19 현대비전815 ,"서울특별시 강남구 언주로30길 10 (도곡동,현대비전815)",,미트엠(주),2005-01-13 15:50,I,59:59.0,축산물수입판매업,204469.5145,442797.3618,축산물판매업,축산물수입판매업,,L00,
3220000,3.22E+17,20021129,,3,폐업,2,폐업,20060330,,,,599 -7058,0,,서울특별시 강남구 역삼동     720- 25 505호 ,,,JF INTERNATIONAL,2006-03-30 17:31,I,59:59.0,축산물수입판매업,,,축산물판매업,축산물수입판매업,,0,
3220000,3.22E+17,20021202,,3,폐업,2,폐업,20021202,        ,        ,,247 -5340,0,,서울특별시 강남구 청담동       7-  9    통   반                                              동     호,,,부여                                    ,2003-02-05 15:52,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20021204,,3,폐업,2,폐업,20040204,,,,574 -2939,0,,서울특별시 강남구 도곡동     960-  0 지하1층 ,,,대림정육점,2004-02-04 9:28,I,59:59.0,식육판매업,,,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20110124,,3,폐업,2,폐업,20201230,,,,,38.76,,서울특별시 강남구 도곡동 527-3 도곡렉슬상가 지하1층 134호 ,"서울특별시 강남구 선릉로 225, 도곡렉슬상가 지하1층 134호 (도곡동)",6276,날마다좋은한우왕,2020-12-30 9:56,U,40:00.0,식육판매업,204586.37,443682.9741,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20110718,,3,폐업,2,폐업,20120106,,,,,12.48,,서울특별시 강남구 신사동 600-6 ,서울특별시 강남구 도산대로35길 39 (신사동),,뉴탑할인마트,2012-01-06 16:51,I,59:59.0,식육판매업,202612.7084,446806.7335,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20110128,,3,폐업,2,폐업,20181119,,,,557-9291,161,,서울특별시 강남구 역삼동 785-14 ,서울특별시 강남구 도곡로 255 (역삼동),,(주)부흥미트,2018-11-19 10:40,U,36:50.0,식육판매업,204005.73,443573.765,축산물판매업,식육판매업,,L00,
3220000,3.22E+17,20110303,,3,폐업,2,폐업,20211008,,,,,22.46,,서울특별시 강남구 역삼동 787-7 이스타빌 ,"서울특별시 강남구 도곡로 225, 이스타빌 101호 (역삼동)",6231,청수축산,2021-10-08 17:32,U,40:00.0,식육판매업,203744.1896,443506.3669,축산물판매업,식육판매업,0,0,0
3230000,3.23E+17,19981012,,3,폐업,2,폐업,20140924,,,,415 -7126,18.9,,서울특별시 송파구 방이동 146-7 ,,,한우매장,2014-09-24 15:55,I,59:59.0,식육판매업,210147.7926,445442.0611,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20110307,,3,폐업,2,폐업,,,,,3444-1567,38.36,,서울특별시 강남구 신사동 639-6 ,서울특별시 강남구 압구정로46길 6 (신사동),,(주)미소뜨레,2011-05-23 11:26,I,59:59.0,식육판매업,203164.4389,447338.1572,축산물판매업,식육판매업,,L00,
3220000,3.22E+17,20110314,,3,폐업,2,폐업,20120409,,,,,19.98,,서울특별시 강남구 개포동 1187-8 MS할인마트 ,"서울특별시 강남구 논현로8길 17 (개포동,MS할인마트)",,대치축산,2012-04-09 15:01,I,59:59.0,식육판매업,204371.4467,441344.672,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20110316,,3,폐업,2,폐업,20151111,,,,542-6353,38,,서울특별시 강남구 신사동 510-11 현대그린마트 ,"서울특별시 강남구 압구정로2길 46 (신사동,현대그린마트)",,현대정육점,2015-11-11 17:04,I,59:59.0,식육판매업,201757.4941,446282.4545,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20110418,,3,폐업,2,폐업,20131028,,,,,26.64,,"서울특별시 강남구 대치동 511 한보미도맨션 지하 22,23,24호 ","서울특별시 강남구 남부순환로 3032 (대치동,한보미도맨션 지하 22,23,24호)",,빛돌한우,2013-10-29 8:40,I,59:59.0,축산물유통전문판매업,205886.2868,443467.6118,축산물판매업,축산물유통전문판매업,,L00,
3220000,3.22E+17,20110418,,3,폐업,2,폐업,20161018,,,,25886855,40.7,,서울특별시 강남구 대치동 984 ,서울특별시 강남구 도곡로99길 99-16 (대치동),135842,(주)승달집,2016-10-18 13:29,I,59:59.0,식육판매업,205766.5314,444407.2205,축산물판매업,식육판매업,,L00,
3220000,3.22E+17,20110420,,3,폐업,2,폐업,20161011,,,,,8.58,,서울특별시 강남구 자곡동 ,"서울특별시 강남구 자곡로3길 22 (자곡동, 상가104,105호)",6374,자곡할인마트,2016-10-11 13:07,I,59:59.0,식육판매업,208119.0617,441344.7655,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20110421,,3,폐업,2,폐업,20181122,,,,,30.45,,서울특별시 강남구 청담동 132-3 ,서울특별시 강남구 학동로101길 33 (청담동),,한우면우촌리,2018-11-22 13:23,U,37:27.0,식육판매업,204939.3861,446688.3029,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20110429,,3,폐업,2,폐업,20150807,,,,,26.7,,서울특별시 강남구 삼성동 140-3 ,서울특별시 강남구 선릉로 524 (삼성동),,우리농축산물직판장,2015-08-07 16:54,I,59:59.0,식육판매업,204181.8232,444950.7286,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20110429,,3,폐업,2,폐업,20130321,,,,,66,,서울특별시 강남구 율현동 281-2 ,서울특별시 강남구 밤고개로 286-1 (율현동),,농업회사법인(주)성원푸드서비스,2013-03-21 11:02,I,59:59.0,식육판매업,209398.9344,440732.0281,축산물판매업,식육판매업,,L00,
3220000,3.22E+17,20110525,,3,폐업,2,폐업,20190404,,,,,25.5,,서울특별시 강남구 개포동 1254-13 ,서울특별시 강남구 개포로21길 22 (개포동),,성동축산,2019-04-04 13:13,U,40:00.0,식용란수집판매업,204113.681,442003.9935,축산물판매업,식용란수집판매업,,0,
3220000,3.22E+17,20110530,,3,폐업,2,폐업,,,,,540-2554,20.06,,서울특별시 강남구 논현동 227-4 ,서울특별시 강남구 봉은사로33길 33 (논현동),,청우유통,2013-01-29 13:20,I,59:59.0,식육판매업,203005.088,445311.31,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20110609,,3,폐업,2,폐업,20140612,,,,,14.49,,서울특별시 강남구 논현동 228-8 ,서울특별시 강남구 논현로 614 (논현동),,JH축산,2014-06-12 17:51,I,59:59.0,식육판매업,202902.5568,445154.8434,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20050526,,3,폐업,2,폐업,20051014,,,,,549.9,,서울특별시 강남구 포이동 225-2 ,,,매일유업상원대리점,2005-10-14 10:34,I,59:59.0,우유류판매업,,,축산물판매업,우유류판매업,,0,
3220000,3.22E+17,20050527,,3,폐업,2,폐업,20181122,,,,,194.55,,서울특별시 강남구 신사동 596-11 2층 ,"서울특별시 강남구 논현로164길 22 (신사동,2층)",,알에스디,2018-11-22 15:43,U,37:27.0,식육판매업,202592.1408,446766.1877,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20050607,,3,폐업,2,폐업,20050616,,,,02-582-6476,603.31,,서울특별시 강남구 청담동 128-6 3층 ,,,푸드림,2005-06-16 17:01,I,59:59.0,축산물수입판매업,204613.5693,447119.8357,축산물판매업,축산물수입판매업,,0,
3220000,3.22E+17,20050607,,3,폐업,2,폐업,20050613,,,,,52161.53,,서울특별시 강남구 압구정동 429 현대백화점 지층내 ,"서울특별시 강남구 압구정로 165 (압구정동,현대백화점 지층내)",,(주)매화강산,2005-06-13 14:26,I,59:59.0,식육판매업,202358.5057,447232.9557,축산물판매업,식육판매업,,L00,
3220000,3.22E+17,20050613,,3,폐업,2,폐업,20070327,,,,,5910.8,,서울특별시 강남구 논현동 268-7 ,서울특별시 강남구 선릉로 615 (논현동),,후레쉬마트정육점,2007-03-27 14:26,I,59:59.0,식육판매업,203726.8755,445510.6596,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20050615,,3,폐업,2,폐업,20050620,,,,,0,,서울특별시 강남구 삼성동 8 직거래장터 ,"서울특별시 강남구 선릉로 668 (삼성동,직거래장터)",,전주김제완주축산업협동조합,2005-06-20 16:40,I,59:59.0,식육판매업,203655.3229,446012.3282,축산물판매업,식육판매업,,L00,
3220000,3.22E+17,20050616,,3,폐업,2,폐업,20051006,,,,02-515-5878,287.04,,서울특별시 강남구 논현동 144-10 지층 ,"서울특별시 강남구 강남대로124길 11 (논현동,지층)",,고려수산,2005-10-06 9:05,I,59:59.0,축산물수입판매업,202020.4413,445208.5276,축산물판매업,축산물수입판매업,,0,
3220000,3.22E+17,20050627,,3,폐업,2,폐업,20050909,,,,,14066.85,,서울특별시 강남구 삼성동 158-4 두산위브센티움 822호 ,"서울특별시 강남구 테헤란로83길 14 (삼성동,두산위브센티움 822호)",,미트코리아,2005-09-09 18:03,I,59:59.0,축산물수입판매업,205048.4068,445141.2451,축산물판매업,축산물수입판매업,,0,
3220000,3.22E+17,20101013,,3,폐업,2,폐업,20130115,,,,,14.1,,서울특별시 강남구 대치동 961-15 ,서울특별시 강남구 삼성로72길 3 (대치동),,늘푸른축산,2013-01-15 12:04,I,59:59.0,식육판매업,205182.4948,444496.7063,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20101021,,3,폐업,2,폐업,20140214,,,,02-577-1116,43,,서울특별시 강남구 개포동 1259-3 ,서울특별시 강남구 개포로 241 (개포동),,비엔비컴패니,2014-02-14 16:46,I,59:59.0,축산물유통전문판매업,204259.9527,441885.554,축산물판매업,축산물유통전문판매업,,0,
3220000,3.22E+17,20101103,,3,폐업,2,폐업,20120905,,,,070-8690-0304,32.64,,서울특별시 강남구 삼성동 57-1 삼예빌딩 601호 ,"서울특별시 강남구 학동로 520 (삼성동,삼예빌딩 601호)",,키친네뜨,2012-09-05 15:08,I,59:59.0,축산물유통전문판매업,204862.425,446368.12,축산물판매업,축산물유통전문판매업,,0,
3220000,3.22E+17,20101104,,3,폐업,2,폐업,20101209,,,,,14.19,,서울특별시 강남구 대치동 910 ,서울특별시 강남구 역삼로 428 (대치동),,롯데마켓999대치4동점,2010-12-09 16:58,I,59:59.0,식육판매업,204698.3666,444342.5493,축산물판매업,식육판매업,,L00,
3220000,3.22E+17,20101105,,3,폐업,2,폐업,20160205,,,,,21,,서울특별시 강남구 신사동 567 ,서울특별시 강남구 논현로161길 33 (신사동),,한우애,2016-02-05 11:52,I,59:59.0,식육판매업,202185.8745,446769.2648,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20101111,,3,폐업,2,폐업,20140226,,,,,12.48,,서울특별시 강남구 개포동 1184-2 3층 ,"서울특별시 강남구 논현로10길 28 (개포동,3층)",,(주)고객사랑유통,2014-02-26 17:44,I,59:59.0,축산물유통전문판매업,204425.2135,441411.7876,축산물판매업,축산물유통전문판매업,,L00,
3220000,3.22E+17,20101122,,3,폐업,2,폐업,20130405,,,,,16,,서울특별시 강남구 대치동 986-3 오송빌딩 1층 ,"서울특별시 강남구 삼성로64길 46 (대치동,오송빌딩 1층)",,한우명가,2013-04-05 16:38,I,59:59.0,식육판매업,205612.8843,444284.5869,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20101122,,3,폐업,2,폐업,20190617,,,,,26.64,,서울특별시 강남구 개포동 186-1 ,서울특별시 강남구 삼성로 38 (개포동),,한우마을,2019-06-17 15:17,U,40:00.0,식육판매업,205838.5588,442943.8093,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20101209,,3,폐업,2,폐업,20120807,,,,,76,,서울특별시 강남구 역삼동 837-11 유니온센터 407호 ,"서울특별시 강남구 강남대로 310 (역삼동,유니온센터 407호)",,(주)한국냉장,2012-08-07 16:44,I,59:59.0,축산물유통전문판매업,202725.9621,443203.5616,축산물판매업,축산물유통전문판매업,,L00,
3220000,3.22E+17,20101214,,3,폐업,2,폐업,20210826,,,,,17,,서울특별시 강남구 대치동 903-3 ,서울특별시 강남구 역삼로 453 (대치동),,대치할인마트,2021-08-26 11:01,U,40:00.0,식육판매업,204948.4397,444498.3647,축산물판매업,식육판매업,0,0,0
3220000,3.22E+17,20150703,,3,폐업,2,폐업,20160707,,,,,16,,서울특별시 강남구 자곡동 619 ,"서울특별시 강남구 자곡로3길 21 (자곡동, A5블록단지내상가동B211호)",6374,현대홈마트,2016-07-07 9:05,I,59:59.0,식육판매업,207775.5316,441014.8109,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20150811,,3,폐업,2,폐업,20180412,,,,02-549-8592,24,,서울특별시 강남구 논현동 235-14 ,서울특별시 강남구 봉은사로 217 (논현동),6109,(주)정정당당,2018-04-12 16:46,I,59:59.0,식육판매업,203090.1138,445108.2608,축산물판매업,식육판매업,,L00,
3220000,3.22E+17,20150818,,3,폐업,2,폐업,20161028,,,,,25,,서울특별시 강남구 삼성동 8-2 ,"서울특별시 강남구 선릉로 660, 지하층 101호 (삼성동, 브라운스톤 레전드)",6088,(주)청우미트삼성점,2016-10-28 10:40,I,59:59.0,식육판매업,203675.905,445926.1197,축산물판매업,식육판매업,,L00,
3220000,3.22E+17,20150820,,3,폐업,2,폐업,20160517,,,,,33,,서울특별시 강남구 논현동 163-23 ,서울특별시 강남구 학동로4길 40 (논현동),6114,생생돈돈,2016-05-17 11:27,I,59:59.0,식육판매업,202040.2763,445178.2534,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20150821,,3,폐업,2,폐업,20180227,,,,,24,,서울특별시 강남구 개포동 1218-13 ,"서울특별시 강남구 개포로24길 34, 1층 (개포동)",6308,새벽농산,2018-02-27 17:24,I,59:59.0,식용란수집판매업,204316.8669,441648.1184,축산물판매업,식용란수집판매업,,L00,
3220000,3.22E+17,20150331,,3,폐업,2,폐업,20180615,,,,,18,,서울특별시 강남구 대치동 994-16 정궁상가지층 ,서울특별시 강남구 영동대로 219 (대치동),6283,횡성산한우마을,2018-06-15 11:51,I,59:59.0,식육판매업,205969.3237,444018.5818,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20150917,,3,폐업,2,폐업,20181207,,,,,24,,서울특별시 강남구 청담동 47-5 ,"서울특별시 강남구 학동로 443, 지층 (청담동, 정한빌딩)",6068,파머스마트,2018-12-07 17:19,U,40:00.0,식육판매업,204294.8443,446304.8409,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20150402,,3,폐업,2,폐업,20190901,,,,,21,,서울특별시 강남구 개포동 1174-17 ,서울특별시 강남구 논현로6길 28 (개포동),6314,굿모닝라파,2019-09-27 10:13,U,40:00.0,우유류판매업,204503.4048,441313.7173,축산물판매업,우유류판매업,,0,
3220000,3.22E+17,20150417,,3,폐업,2,폐업,20170525,,,,02-555-9173,54,,서울특별시 강남구 대치동 983 ,서울특별시 강남구 역삼로98길 23 (대치동),6188,(주) 한미리서플라이,2017-05-25 16:55,I,59:59.0,식육판매업,205679.5316,444581.4766,축산물판매업,식육판매업,,L00,
3220000,3.22E+17,20150506,,3,폐업,2,폐업,20150806,,,,,14,,서울특별시 강남구 대치동 905-11 ,서울특별시 강남구 역삼로 435 (대치동),6196,우렁찬한우,2015-08-06 16:18,I,59:59.0,식육판매업,204755.2296,444423.5722,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20150519,,3,폐업,2,폐업,20180220,,,,,21,,서울특별시 강남구 역삼동 706-20 한화진넥스빌지하115호 ,"서울특별시 강남구 언주로86길 11 (역삼동, 한화진넥스빌지하115호)",6210,소드림,2018-02-20 9:30,I,59:59.0,식육판매업,203842.3399,444416.7982,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20150601,,3,폐업,2,폐업,20151012,,,,,12,,서울특별시 강남구 개포동 1231-10 ,서울특별시 강남구 개포로22길 22 (개포동),6307,요리가 있는 일사육육,2015-10-12 17:09,I,59:59.0,식육판매업,204213.07,441694.705,축산물판매업,식육판매업,,L00,
3220000,3.22E+17,20150608,,3,폐업,2,폐업,20181126,,,,262075462,33,,서울특별시 강남구 논현동 42-9 ,서울특별시 강남구 강남대로132길 55 (논현동),6045,(주)바르다김선생,2018-11-26 17:14,U,40:00.0,식육판매업,202181.6207,445686.1554,축산물판매업,식육판매업,,L00,
3220000,3.22E+17,20050427,,3,폐업,2,폐업,20160115,,,,02-515-0496,1313.51,,서울특별시 강남구 청담동 34-7 ,서울특별시 강남구 학동로67길 14 (청담동),,즐거운마트,2016-01-15 17:07,I,59:59.0,식육판매업,204069.895,446335.5703,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20050430,,3,폐업,2,폐업,20070410,,,,02-445-8122,0,,서울특별시 강남구 수서동 738 동익아파트상가동지하 1호 ,"서울특별시 강남구 광평로39길 3 (수서동,동익아파트상가동지하 1호)",,일원공판장동익점,2007-04-10 17:36,I,59:59.0,식육판매업,208466.1722,442574.0203,축산물판매업,식육판매업,,0,
3220000,3.22E+17,20050430,,3,폐업,2,폐업,20110421,,,,02-547-7567,1201.73,,서울특별시 강남구 논현동 144-18 1층 3호 ,"서울특별시 강남구 학동로4길 26 (논현동,1층 3호)",,대신농산,2011-04-21 17:31,I,59:59.0,식육판매업,202001.7003,445277.8979,축산물판매업,식육판매업,,0,
